image_a,off_a,image_b,off_b,len,delta
4G0907379_0190,0xddb24,4G0907379H_0361,0xebf14,175,0xe3f0
4G0907379_0190,0x132e64,4G0907379H_0361,0x145778,175,0x12914
4G0907379_0190,0x11265c,4G0907379H_0361,0x123b08,174,0x114ac
4G0907379_0190,0xe5bca,4G0907379H_0361,0xf70aa,173,0x114e0
4G0907379_0190,0x118f36,4G0907379H_0361,0x129fc6,173,0x11090
4G0907379_0190,0x11adea,4G0907379H_0361,0x12d176,173,0x1238c
4G0907379_0190,0x123bfc,4G0907379H_0361,0x135fd0,170,0x123d4
4G0907379_0190,0x128c48,4G0907379H_0361,0x13b9c8,170,0x12d80
4G0907379_0190,0x1321e4,4G0907379H_0361,0x144f6c,170,0x12d88
4G0907379_0190,0xddc08,4G0907379H_0361,0xebff8,169,0xe3f0
4G0907379_0190,0x132312,4G0907379H_0361,0x14509a,169,0x12d88
4G0907379_0190,0x130ec4,4G0907379H_0361,0x143ab0,168,0x12bec
4G0907379_0190,0xff978,4G0907379H_0361,0x10f578,167,0xfc00
4G0907379_0190,0xdf66a,4G0907379H_0361,0xedb12,166,0xe4a8
4G0907379_0190,0xf0d28,4G0907379H_0361,0xfeba8,162,0xde80
4G0907379_0190,0xf2aac,4G0907379H_0361,0x105308,162,0x1285c
4G0907379_0190,0xdf7e0,4G0907379H_0361,0xedc88,161,0xe4a8
4G0907379_0190,0x1212fa,4G0907379H_0361,0x132f02,161,0x11c08
4G0907379_0190,0x131bae,4G0907379H_0361,0x144946,160,0x12d98
4G0907379_0190,0x125136,4G0907379H_0361,0x137dd2,159,0x12c9c
4G0907379_0190,0xfad70,4G0907379H_0361,0x10a750,158,0xf9e0
4G0907379_0190,0xdf740,4G0907379H_0361,0xedbe8,157,0xe4a8
4G0907379_0190,0x131509,4G0907379H_0361,0x1440e9,156,0x12be0
4G0907379_0190,0x133720,4G0907379H_0361,0x14623c,155,0x12b1c
4G0907379_0190,0xf9fac,4G0907379H_0361,0x1098d8,153,0xf92c
4G0907379_0190,0x1119c4,4G0907379H_0361,0x123898,151,0x11ed4
4G0907379_0190,0x11993e,4G0907379H_0361,0x12a5e2,151,0x10ca4
4G0907379_0190,0xe0929,4G0907379H_0361,0xf1ce5,150,0x113bc
4G0907379_0190,0xee178,4G0907379H_0361,0xfe910,148,0x10798
4G0907379_0190,0x10466c,4G0907379H_0361,0x115b00,147,0x11494
4G0907379_0190,0xf5240,4G0907379H_0361,0x101e54,146,0xcc14
4G0907379_0190,0x110ab7,4G0907379H_0361,0x122ec7,146,0x12410
4G0907379_0190,0xe06fe,4G0907379H_0361,0xf1aba,145,0x113bc
4G0907379_0190,0x10472c,4G0907379H_0361,0x115bc0,145,0x11494
4G0907379_0190,0x115f70,4G0907379H_0361,0x1274c8,145,0x11558
4G0907379_0190,0x11b946,4G0907379H_0361,0x12e03e,145,0x126f8
4G0907379_0190,0x1017c0,4G0907379H_0361,0x1114d8,144,0xfd18
4G0907379_0190,0x115108,4G0907379H_0361,0x13a56c,144,0x25464
4G0907379_0190,0xf3cdc,4G0907379H_0361,0x1015c0,143,0xd8e4
4G0907379_0190,0x1144b8,4G0907379H_0361,0x126770,143,0x122b8
4G0907379_0190,0x1197f4,4G0907379H_0361,0x1298a8,143,0x100b4
4G0907379_0190,0x12fb34,4G0907379H_0361,0x142744,143,0x12c10
4G0907379_0190,0xfae0f,4G0907379H_0361,0x10a7ef,142,0xf9e0
4G0907379_0190,0x107414,4G0907379H_0361,0x1168bc,142,0xf4a8
4G0907379_0190,0x133120,4G0907379H_0361,0x145ae4,142,0x129c4
4G0907379_0190,0x104a04,4G0907379H_0361,0x115e94,141,0x11490
4G0907379_0190,0x11fcda,4G0907379H_0361,0x131df2,141,0x12118
4G0907379_0190,0x12c907,4G0907379H_0361,0x14289b,141,0x15f94
4G0907379_0190,0x124f98,4G0907379H_0361,0x137c34,140,0x12c9c
4G0907379_0190,0x127d0e,4G0907379H_0361,0x13a8da,140,0x12bcc
4G0907379_0190,0x12b9e0,4G0907379H_0361,0x13df8c,140,0x125ac
4G0907379_0190,0x133c46,4G0907379H_0361,0x14675e,140,0x12b18
4G0907379_0190,0xf229c,4G0907379H_0361,0x1061c0,139,0x13f24
4G0907379_0190,0x111712,4G0907379H_0361,0x1235e6,139,0x11ed4
4G0907379_0190,0x1189c4,4G0907379H_0361,0x129a54,139,0x11090
4G0907379_0190,0xde890,4G0907379H_0361,0xecd44,135,0xe4b4
4G0907379_0190,0xf76d0,4G0907379H_0361,0x106c9c,135,0xf5cc
4G0907379_0190,0x11485b,4G0907379H_0361,0x128d83,135,0x14528
4G0907379_0190,0x12034c,4G0907379H_0361,0x132468,135,0x1211c
4G0907379_0190,0xf40a8,4G0907379H_0361,0x1019c0,134,0xd918
4G0907379_0190,0x1071b8,4G0907379H_0361,0x11638c,134,0xf1d4
4G0907379_0190,0x12eaa6,4G0907379H_0361,0x14179a,134,0x12cf4
4G0907379_0190,0xface8,4G0907379H_0361,0x10a6c8,133,0xf9e0
4G0907379_0190,0x104a94,4G0907379H_0361,0x115f24,133,0x11490
4G0907379_0190,0x10af22,4G0907379H_0361,0x11a6a6,133,0xf784
4G0907379_0190,0x127d9c,4G0907379H_0361,0x13a968,133,0x12bcc
4G0907379_0190,0x11bf18,4G0907379H_0361,0x12f5ec,132,0x136d4
4G0907379_0190,0x13e7c6,4G0907379H_0361,0x1638dc,132,0x25116
4G0907379_0190,0x104b90,4G0907379H_0361,0x116020,131,0x11490
4G0907379_0190,0x1113bc,4G0907379H_0361,0x123290,131,0x11ed4
4G0907379_0190,0x115e92,4G0907379H_0361,0x1273ea,131,0x11558
4G0907379_0190,0x1188c0,4G0907379H_0361,0x129950,131,0x11090
4G0907379_0190,0x11a908,4G0907379H_0361,0x12c198,131,0x11890
4G0907379_0190,0x123eaa,4G0907379H_0361,0x136b52,130,0x12ca8
4G0907379_0190,0xde6dc,4G0907379H_0361,0xecb90,129,0xe4b4
4G0907379_0190,0x10d25c,4G0907379H_0361,0x11d210,129,0xffb4
4G0907379_0190,0x11b248,4G0907379H_0361,0x12d5e8,129,0x123a0
4G0907379_0190,0x12a8e4,4G0907379H_0361,0x13ce98,129,0x125b4
4G0907379_0190,0x1355b4,4G0907379H_0361,0x148054,129,0x12aa0
4G0907379_0190,0xf3d9c,4G0907379H_0361,0x101680,128,0xd8e4
4G0907379_0190,0xe7295,4G0907379H_0361,0xf8705,127,0x11470
4G0907379_0190,0xf53c8,4G0907379H_0361,0x10280c,126,0xd444
4G0907379_0190,0xfedee,4G0907379H_0361,0x1105b2,126,0x117c4
4G0907379_0190,0x107c0c,4G0907379H_0361,0x115288,126,0xd67c
4G0907379_0190,0x12a994,4G0907379H_0361,0x13cf48,126,0x125b4
4G0907379_0190,0x130668,4G0907379H_0361,0x142f80,126,0x12918
4G0907379_0190,0x134230,4G0907379H_0361,0x146f14,126,0x12ce4
4G0907379_0190,0xdd466,4G0907379H_0361,0xeb85e,125,0xe3f8
4G0907379_0190,0xe0ad2,4G0907379H_0361,0xf1e8e,125,0x113bc
4G0907379_0190,0xe4fde,4G0907379H_0361,0xf64c2,125,0x114e4
4G0907379_0190,0x120998,4G0907379H_0361,0x132ab0,124,0x12118
4G0907379_0190,0x13211c,4G0907379H_0361,0x144d14,123,0x12bf8
4G0907379_0190,0x1354bc,4G0907379H_0361,0x147f5c,123,0x12aa0
4G0907379_0190,0x12b7e4,4G0907379H_0361,0x13def0,122,0x1270c
4G0907379_0190,0xf3802,4G0907379H_0361,0x100f6e,121,0xd76c
4G0907379_0190,0x10dc96,4G0907379H_0361,0x120632,121,0x1299c
4G0907379_0190,0x11af60,4G0907379H_0361,0x127d04,121,0xcda4
4G0907379_0190,0x12fbbc,4G0907379H_0361,0x1427cc,121,0x12c10
4G0907379_0190,0x127e24,4G0907379H_0361,0x13a9f0,119,0x12bcc
4G0907379_0190,0xece70,4G0907379H_0361,0xfd61c,118,0x107ac
4G0907379_0190,0xf165c,4G0907379H_0361,0x104e18,118,0x137bc
4G0907379_0190,0x11894c,4G0907379H_0361,0x1299dc,117,0x11090
4G0907379_0190,0x124f20,4G0907379H_0361,0x137bbc,117,0x12c9c
4G0907379_0190,0x130a1a,4G0907379H_0361,0x143426,117,0x12a0c
4G0907379_0190,0x1346b0,4G0907379H_0361,0x147308,117,0x12c58
4G0907379_0190,0x135be8,4G0907379H_0361,0x148594,117,0x129ac
4G0907379_0190,0x136d1d,4G0907379H_0361,0x149869,117,0x12b4c
4G0907379_0190,0xf3e90,4G0907379H_0361,0x101794,115,0xd904
4G0907379_0190,0x12acc2,4G0907379H_0361,0x13d10a,115,0x12448
4G0907379_0190,0x130128,4G0907379H_0361,0x142a40,115,0x12918
4G0907379_0190,0x11620c,4G0907379H_0361,0x127764,114,0x11558
4G0907379_0190,0x130c18,4G0907379H_0361,0x143624,114,0x12a0c
4G0907379_0190,0xff8e8,4G0907379H_0361,0x1110ac,113,0x117c4
4G0907379_0190,0x111482,4G0907379H_0361,0x123356,113,0x11ed4
4G0907379_0190,0x104c16,4G0907379H_0361,0x1160a6,112,0x11490
4G0907379_0190,0x126bb9,4G0907379H_0361,0x139211,112,0x12658
4G0907379_0190,0x13f4a8,4G0907379H_0361,0x163d40,112,0x24898
4G0907379_0190,0x131d4a,4G0907379H_0361,0x144a12,111,0x12cc8
4G0907379_0190,0xf1078,4G0907379H_0361,0xfef24,110,0xdeac
4G0907379_0190,0xf4504,4G0907379H_0361,0x1029d8,110,0xe4d4
4G0907379_0190,0xf18c8,4G0907379H_0361,0x1064e4,109,0x14c1c
4G0907379_0190,0xfaf5c,4G0907379H_0361,0x10a93c,109,0xf9e0
4G0907379_0190,0x11ed26,4G0907379H_0361,0x13110a,109,0x123e4
4G0907379_0190,0x133278,4G0907379H_0361,0x145ce8,109,0x12a70
4G0907379_0190,0xfed2e,4G0907379H_0361,0x1104f2,108,0x117c4
4G0907379_0190,0x101e34,4G0907379H_0361,0x111d50,108,0xff1c
4G0907379_0190,0xde77e,4G0907379H_0361,0xecc32,107,0xe4b4
4G0907379_0190,0xfbbac,4G0907379H_0361,0x10b59c,107,0xf9f0
4G0907379_0190,0xfe802,4G0907379H_0361,0x10e29a,107,0xfa98
4G0907379_0190,0x119762,4G0907379H_0361,0x129816,107,0x100b4
4G0907379_0190,0x126b5c,4G0907379H_0361,0x1391b4,107,0x12658
4G0907379_0190,0x134508,4G0907379H_0361,0x147158,107,0x12c50
4G0907379_0190,0x13503c,4G0907379H_0361,0x1478dc,107,0x128a0
4G0907379_0190,0x135918,4G0907379H_0361,0x14833c,107,0x12a24
4G0907379_0190,0xe0b4d,4G0907379H_0361,0xf1f09,106,0x113bc
4G0907379_0190,0x100cb0,4G0907379H_0361,0x10ee4c,106,0xe19c
4G0907379_0190,0x11ed96,4G0907379H_0361,0x13117a,106,0x123e4
4G0907379_0190,0x1329a4,4G0907379H_0361,0x145424,106,0x12a80
4G0907379_0190,0x13533c,4G0907379H_0361,0x147ddc,106,0x12aa0
4G0907379_0190,0x1364c0,4G0907379H_0361,0x148ed4,106,0x12a14
4G0907379_0190,0x10496e,4G0907379H_0361,0x115dfe,105,0x11490
4G0907379_0190,0x12f5aa,4G0907379H_0361,0x1426ca,104,0x13120
4G0907379_0190,0x11156c,4G0907379H_0361,0x123440,103,0x11ed4
4G0907379_0190,0x11b336,4G0907379H_0361,0x12d6d6,103,0x123a0
4G0907379_0190,0x1366d0,4G0907379H_0361,0x149158,103,0x12a88
4G0907379_0190,0x14b390,4G0907379H_0361,0x16572c,103,0x1a39c
4G0907379_0190,0xe7d51,4G0907379H_0361,0xf91b1,102,0x11460
4G0907379_0190,0x11b3fc,4G0907379H_0361,0x12d79c,102,0x123a0
4G0907379_0190,0x135a07,4G0907379H_0361,0x14842b,102,0x12a24
4G0907379_0190,0x135f14,4G0907379H_0361,0x1487d8,102,0x128c4
4G0907379_0190,0x1367a0,4G0907379H_0361,0x149228,102,0x12a88
4G0907379_0190,0xe62e6,4G0907379H_0361,0xf77ae,101,0x114c8
4G0907379_0190,0x10db46,4G0907379H_0361,0x1204e2,101,0x1299c
4G0907379_0190,0x119f2e,4G0907379H_0361,0x12bb7a,101,0x11c4c
4G0907379_0190,0x11bc5c,4G0907379H_0361,0x12f350,101,0x136f4
4G0907379_0190,0x133d04,4G0907379H_0361,0x14681c,101,0x12b18
4G0907379_0190,0x13582c,4G0907379H_0361,0x148250,101,0x12a24
4G0907379_0190,0xed5fa,4G0907379H_0361,0xfdda2,100,0x107a8
4G0907379_0190,0x130a84,4G0907379H_0361,0x143490,100,0x12a0c
4G0907379_0190,0xe0784,4G0907379H_0361,0xf1b40,99,0x113bc
4G0907379_0190,0xfe1fc,4G0907379H_0361,0x10dc30,99,0xfa34
4G0907379_0190,0xfecb0,4G0907379H_0361,0x110474,99,0x117c4
4G0907379_0190,0xff2ea,4G0907379H_0361,0x110aa6,99,0x117bc
4G0907379_0190,0x101670,4G0907379H_0361,0x111bd0,99,0x10560
4G0907379_0190,0xf5d90,4G0907379H_0361,0x104b5c,98,0xedcc
4G0907379_0190,0xf7866,4G0907379H_0361,0x106e40,98,0xf5da
4G0907379_0190,0x106c3c,4G0907379H_0361,0x1175d4,97,0x10998
4G0907379_0190,0x1161aa,4G0907379H_0361,0x127702,97,0x11558
4G0907379_0190,0x11bcd4,4G0907379H_0361,0x12f3c8,97,0x136f4
4G0907379_0190,0x12aa7e,4G0907379H_0361,0x13d1a6,97,0x12728
4G0907379_0190,0x134478,4G0907379H_0361,0x1470c8,97,0x12c50
4G0907379_0190,0x136938,4G0907379H_0361,0x1493c0,97,0x12a88
4G0907379_0190,0x101608,4G0907379H_0361,0x1111a4,96,0xfb9c
4G0907379_0190,0x12917a,4G0907379H_0361,0x13bf06,96,0x12d8c
4G0907379_0190,0xfed8c,4G0907379H_0361,0x110550,95,0x117c4
4G0907379_0190,0x126988,4G0907379H_0361,0x138fe0,95,0x12658
4G0907379_0190,0xf5b58,4G0907379H_0361,0x1035cc,94,0xda74
4G0907379_0190,0xf71d4,4G0907379H_0361,0x106740,94,0xf56c
4G0907379_0190,0x133e10,4G0907379H_0361,0x1469c4,94,0x12bb4
4G0907379_0190,0x13652c,4G0907379H_0361,0x148fac,94,0x12a80
4G0907379_0190,0xddd24,4G0907379H_0361,0xec114,93,0xe3f0
4G0907379_0190,0x114cf8,4G0907379H_0361,0x126fb0,93,0x122b8
4G0907379_0190,0x12e6f8,4G0907379H_0361,0x1411b8,93,0x12ac0
4G0907379_0190,0x133afc,4G0907379H_0361,0x146574,93,0x12a78
4G0907379_0190,0x1077d4,4G0907379H_0361,0x115368,92,0xdb94
4G0907379_0190,0x10cf15,4G0907379H_0361,0x11cec9,92,0xffb4
4G0907379_0190,0x10ee64,4G0907379H_0361,0x11e3e4,92,0xf580
4G0907379_0190,0x1283f4,4G0907379H_0361,0x13b170,92,0x12d7c
4G0907379_0190,0xde510,4G0907379H_0361,0xec978,91,0xe468
4G0907379_0190,0xe0fa4,4G0907379H_0361,0xf2360,91,0x113bc
4G0907379_0190,0xe5550,4G0907379H_0361,0xf6a38,91,0x114e8
4G0907379_0190,0xe695a,4G0907379H_0361,0xf7df4,91,0x1149a
4G0907379_0190,0xf170c,4G0907379H_0361,0x104ed0,91,0x137c4
4G0907379_0190,0x104ca0,4G0907379H_0361,0x116130,91,0x11490
4G0907379_0190,0x1118be,4G0907379H_0361,0x123792,91,0x11ed4
4G0907379_0190,0x112964,4G0907379H_0361,0x123e10,91,0x114ac
4G0907379_0190,0x1151aa,4G0907379H_0361,0x13a60e,91,0x25464
4G0907379_0190,0x1411ba,4G0907379H_0361,0x164736,91,0x2357c
4G0907379_0190,0xe799d,4G0907379H_0361,0xf8e09,90,0x1146c
4G0907379_0190,0xf15fc,4G0907379H_0361,0x105790,90,0x14194
4G0907379_0190,0xf45bc,4G0907379H_0361,0x102a90,90,0xe4d4
4G0907379_0190,0xfbb3b,4G0907379H_0361,0x10b52b,90,0xf9f0
4G0907379_0190,0x101704,4G0907379H_0361,0x111720,90,0x1001c
4G0907379_0190,0x12210c,4G0907379H_0361,0x134dec,90,0x12ce0
4G0907379_0190,0xff6f8,4G0907379H_0361,0x110eb4,89,0x117bc
4G0907379_0190,0x104d28,4G0907379H_0361,0x1161b8,89,0x11490
4G0907379_0190,0x11e02a,4G0907379H_0361,0x12fb12,89,0x11ae8
4G0907379_0190,0x15fb41,4G0907379H_0361,0x17fe25,89,0x202e4
4G0907379_0190,0x107f3c,4G0907379H_0361,0x1156a4,88,0xd768
4G0907379_0190,0x111b26,4G0907379H_0361,0x1239fa,88,0x11ed4
4G0907379_0190,0x13054a,4G0907379H_0361,0x142e62,88,0x12918
4G0907379_0190,0x13395a,4G0907379H_0361,0x146476,88,0x12b1c
4G0907379_0190,0xdfb50,4G0907379H_0361,0xedff8,87,0xe4a8
4G0907379_0190,0xe50ae,4G0907379H_0361,0xf6592,87,0x114e4
4G0907379_0190,0xece0c,4G0907379H_0361,0xfd5b8,87,0x107ac
4G0907379_0190,0xfb118,4G0907379H_0361,0x10aaf8,87,0xf9e0
4G0907379_0190,0x107080,4G0907379H_0361,0x116a50,87,0xf9d0
4G0907379_0190,0x115a78,4G0907379H_0361,0x126b40,87,0x110c8
4G0907379_0190,0x115f16,4G0907379H_0361,0x12746e,87,0x11558
4G0907379_0190,0x11ef66,4G0907379H_0361,0x13134a,87,0x123e4
4G0907379_0190,0x1327f8,4G0907379H_0361,0x145278,87,0x12a80
4G0907379_0190,0xfbac0,4G0907379H_0361,0x10b4b0,86,0xf9f0
4G0907379_0190,0x10d0f8,4G0907379H_0361,0x11d0ac,86,0xffb4
4G0907379_0190,0x12c24a,4G0907379H_0361,0x13e802,86,0x125b8
4G0907379_0190,0x137620,4G0907379H_0361,0x14a180,86,0x12b60
4G0907379_0190,0x1014f8,4G0907379H_0361,0x1119c4,85,0x104cc
4G0907379_0190,0x10d5c2,4G0907379H_0361,0x11dc0a,85,0x10648
4G0907379_0190,0x1106f8,4G0907379H_0361,0x122b08,85,0x12410
4G0907379_0190,0x114462,4G0907379H_0361,0x12671a,85,0x122b8
4G0907379_0190,0x12b68c,4G0907379H_0361,0x13e314,85,0x12c88
4G0907379_0190,0x1339e6,4G0907379H_0361,0x145912,85,0x11f2c
4G0907379_0190,0xf717e,4G0907379H_0361,0x1066ea,84,0xf56c
4G0907379_0190,0xff7d0,4G0907379H_0361,0x110f8c,84,0x117bc
4G0907379_0190,0x135456,4G0907379H_0361,0x147ef6,84,0x12aa0
4G0907379_0190,0x13f44f,4G0907379H_0361,0x163ce7,84,0x24898
4G0907379_0190,0xdf55a,4G0907379H_0361,0xeda02,83,0xe4a8
4G0907379_0190,0xf2cfc,4G0907379H_0361,0x100454,83,0xd758
4G0907379_0190,0xfac78,4G0907379H_0361,0x10a658,83,0xf9e0
4G0907379_0190,0xfe310,4G0907379H_0361,0x10dd44,83,0xfa34
4G0907379_0190,0xfef1f,4G0907379H_0361,0x1106e3,83,0x117c4
4G0907379_0190,0x1076c8,4G0907379H_0361,0x115138,83,0xda70
4G0907379_0190,0x1116bc,4G0907379H_0361,0x123590,83,0x11ed4
4G0907379_0190,0x11a8b4,4G0907379H_0361,0x12c144,83,0x11890
4G0907379_0190,0x11aca8,4G0907379H_0361,0x12d034,83,0x1238c
4G0907379_0190,0x12ca08,4G0907379H_0361,0x13ee7c,83,0x12474
4G0907379_0190,0x147c50,4G0907379H_0361,0x164c70,83,0x1d020
4G0907379_0190,0xe6505,4G0907379H_0361,0xf79d7,82,0x114d2
4G0907379_0190,0xf0f94,4G0907379H_0361,0xfee28,82,0xde94
4G0907379_0190,0xf1158,4G0907379H_0361,0xff008,82,0xdeb0
4G0907379_0190,0xf4fd8,4G0907379H_0361,0x102c58,82,0xdc80
4G0907379_0190,0xf92e8,4G0907379H_0361,0x10898c,82,0xf6a4
4G0907379_0190,0xfb7f2,4G0907379H_0361,0x10b1de,82,0xf9ec
4G0907379_0190,0x101954,4G0907379H_0361,0x11124c,82,0xf8f8
4G0907379_0190,0x12390c,4G0907379H_0361,0x134608,82,0x10cfc
4G0907379_0190,0x128874,4G0907379H_0361,0x13bc96,82,0x13422
4G0907379_0190,0x130614,4G0907379H_0361,0x142f2c,82,0x12918
4G0907379_0190,0x131abc,4G0907379H_0361,0x144854,82,0x12d98
4G0907379_0190,0x136e0c,4G0907379H_0361,0x149958,82,0x12b4c
4G0907379_0190,0xe5847,4G0907379H_0361,0xf6d31,81,0x114ea
4G0907379_0190,0x10190a,4G0907379H_0361,0x111a96,81,0x1018c
4G0907379_0190,0x10dd18,4G0907379H_0361,0x1206b4,81,0x1299c
4G0907379_0190,0x110b4c,4G0907379H_0361,0x122f5c,81,0x12410
4G0907379_0190,0x11191c,4G0907379H_0361,0x1237f0,81,0x11ed4
4G0907379_0190,0x124052,4G0907379H_0361,0x13689a,81,0x12848
4G0907379_0190,0x153a16,4G0907379H_0361,0x168822,81,0x14e0c
4G0907379_0190,0x15f3f9,4G0907379H_0361,0x17f045,81,0x1fc4c
4G0907379_0190,0x1220ba,4G0907379H_0361,0x134d9a,80,0x12ce0
4G0907379_0190,0xdee3a,4G0907379H_0361,0xed28e,79,0xe454
4G0907379_0190,0xfee82,4G0907379H_0361,0x110646,79,0x117c4
4G0907379_0190,0xff1c0,4G0907379H_0361,0x110984,79,0x117c4
4G0907379_0190,0x108972,4G0907379H_0361,0x118002,79,0xf690
4G0907379_0190,0x10b2f8,4G0907379H_0361,0x11b248,79,0xff50
4G0907379_0190,0x12c1d2,4G0907379H_0361,0x13e78a,79,0x125b8
4G0907379_0190,0x136f18,4G0907379H_0361,0x149b70,79,0x12c58
4G0907379_0190,0x137fec,4G0907379H_0361,0x14ab38,79,0x12b4c
4G0907379_0190,0xe124d,4G0907379H_0361,0xf2609,78,0x113bc
4G0907379_0190,0xe68fd,4G0907379H_0361,0xf7d97,78,0x1149a
4G0907379_0190,0x10c760,4G0907379H_0361,0x11c716,78,0xffb6
4G0907379_0190,0x110462,4G0907379H_0361,0x122326,78,0x11ec4
4G0907379_0190,0x119028,4G0907379H_0361,0x12a0b8,78,0x11090
4G0907379_0190,0x125234,4G0907379H_0361,0x137ed0,78,0x12c9c
4G0907379_0190,0x136fc8,4G0907379H_0361,0x149bc8,78,0x12c00
4G0907379_0190,0x137ce2,4G0907379H_0361,0x14a8fe,78,0x12c1c
4G0907379_0190,0xdf884,4G0907379H_0361,0xedd2c,77,0xe4a8
4G0907379_0190,0xffcb6,4G0907379H_0361,0x10f8b6,77,0xfc00
4G0907379_0190,0x1045d6,4G0907379H_0361,0x115a6a,77,0x11494
4G0907379_0190,0x124e10,4G0907379H_0361,0x136308,77,0x114f8
4G0907379_0190,0x12a634,4G0907379H_0361,0x13cbe4,77,0x125b0
4G0907379_0190,0x130bc2,4G0907379H_0361,0x1435ce,77,0x12a0c
4G0907379_0190,0x1337c8,4G0907379H_0361,0x1462e4,77,0x12b1c
4G0907379_0190,0xe73aa,4G0907379H_0361,0xf881c,76,0x11472
4G0907379_0190,0x10d150,4G0907379H_0361,0x11d104,76,0xffb4
4G0907379_0190,0x11e20c,4G0907379H_0361,0x130308,76,0x120fc
4G0907379_0190,0x120842,4G0907379H_0361,0x13295a,76,0x12118
4G0907379_0190,0x13f3dc,4G0907379H_0361,0x163c74,76,0x24898
4G0907379_0190,0xe7a64,4G0907379H_0361,0xf8ed0,75,0x1146c
4G0907379_0190,0xf3c9c,4G0907379H_0361,0x101580,75,0xd8e4
4G0907379_0190,0xfb29e,4G0907379H_0361,0x10ac7e,75,0xf9e0
4G0907379_0190,0x1016c5,4G0907379H_0361,0x111c25,75,0x10560
4G0907379_0190,0x104338,4G0907379H_0361,0x1157f8,75,0x114c0
4G0907379_0190,0x119d86,4G0907379H_0361,0x12b9d2,75,0x11c4c
4G0907379_0190,0x12e5d4,4G0907379H_0361,0x141094,75,0x12ac0
4G0907379_0190,0x13019e,4G0907379H_0361,0x142ab6,75,0x12918
4G0907379_0190,0x130dc2,4G0907379H_0361,0x1439ae,75,0x12bec
4G0907379_0190,0x1314c8,4G0907379H_0361,0x1440a8,75,0x12be0
4G0907379_0190,0xf488c,4G0907379H_0361,0x101d64,74,0xd4d8
4G0907379_0190,0xf70b4,4G0907379H_0361,0x106620,74,0xf56c
4G0907379_0190,0x104b1c,4G0907379H_0361,0x115fac,74,0x11490
4G0907379_0190,0x106908,4G0907379H_0361,0x1172a0,74,0x10998
4G0907379_0190,0x11ff17,4G0907379H_0361,0x132813,74,0x128fc
4G0907379_0190,0x125a6c,4G0907379H_0361,0x136e10,74,0x113a4
4G0907379_0190,0x12cc14,4G0907379H_0361,0x13f088,74,0x12474
4G0907379_0190,0x137ab0,4G0907379H_0361,0x14a6d0,74,0x12c20
4G0907379_0190,0x152c6e,4G0907379H_0361,0x16837e,74,0x15710
4G0907379_0190,0xe6bf8,4G0907379H_0361,0xf8084,73,0x1148c
4G0907379_0190,0xf72ec,4G0907379H_0361,0x106858,73,0xf56c
4G0907379_0190,0xfda3a,4G0907379H_0361,0x10c402,73,0xe9c8
4G0907379_0190,0x10d04a,4G0907379H_0361,0x11cffe,73,0xffb4
4G0907379_0190,0x10d1c6,4G0907379H_0361,0x11d17a,73,0xffb4
4G0907379_0190,0x10dc32,4G0907379H_0361,0x1205ce,73,0x1299c
4G0907379_0190,0x10dfd0,4G0907379H_0361,0x120950,73,0x12980
4G0907379_0190,0x10fb30,4G0907379H_0361,0x121f44,73,0x12414
4G0907379_0190,0x11645a,4G0907379H_0361,0x125e70,73,0xfa16
4G0907379_0190,0x11ac5c,4G0907379H_0361,0x12cfe8,73,0x1238c
4G0907379_0190,0x124b1e,4G0907379H_0361,0x134b70,73,0x10052
4G0907379_0190,0x1375a0,4G0907379H_0361,0x14a100,73,0x12b60
4G0907379_0190,0x13779c,4G0907379H_0361,0x14a2b4,73,0x12b18
4G0907379_0190,0x147746,4G0907379H_0361,0x164a7a,73,0x1d334
4G0907379_0190,0xe724a,4G0907379H_0361,0xf86ba,72,0x11470
4G0907379_0190,0x11121e,4G0907379H_0361,0x1230f2,72,0x11ed4
4G0907379_0190,0x122168,4G0907379H_0361,0x134e48,72,0x12ce0
4G0907379_0190,0x12aae0,4G0907379H_0361,0x13d208,72,0x12728
4G0907379_0190,0x12e644,4G0907379H_0361,0x141104,72,0x12ac0
4G0907379_0190,0x133612,4G0907379H_0361,0x14612e,72,0x12b1c
4G0907379_0190,0xe629a,4G0907379H_0361,0xf7762,71,0x114c8
4G0907379_0190,0xf24c8,4G0907379H_0361,0x1063e4,71,0x13f1c
4G0907379_0190,0xfb47a,4G0907379H_0361,0x10ae5a,71,0xf9e0
4G0907379_0190,0x10d08d,4G0907379H_0361,0x11d041,71,0xffb4
4G0907379_0190,0x10d4d6,4G0907379H_0361,0x11db1e,71,0x10648
4G0907379_0190,0x1108b2,4G0907379H_0361,0x122cc2,71,0x12410
4G0907379_0190,0x11b0f0,4G0907379H_0361,0x127e94,71,0xcda4
4G0907379_0190,0x125b08,4G0907379H_0361,0x136eac,71,0x113a4
4G0907379_0190,0x132678,4G0907379H_0361,0x1451b8,71,0x12b40
4G0907379_0190,0x137228,4G0907379H_0361,0x149e24,71,0x12bfc
4G0907379_0190,0xdefc8,4G0907379H_0361,0xed41c,70,0xe454
4G0907379_0190,0xe1739,4G0907379H_0361,0xf2af5,70,0x113bc
4G0907379_0190,0xe6f48,4G0907379H_0361,0xf83c0,70,0x11478
4G0907379_0190,0xf26b4,4G0907379H_0361,0x1058a0,70,0x131ec
4G0907379_0190,0xf4f40,4G0907379H_0361,0x1025d4,70,0xd694
4G0907379_0190,0xf69b4,4G0907379H_0361,0x1041fc,70,0xd848
